Name,Human_Score,Mouse_Score
ARPC5L,1.92E-05,2.04E-07
ARPP19,1.45E-08,2.38E-09
ARPP21,0.100823814,0.00928471
ARRB1,0.002023834,3.50E-06
ARRB2,0.084257107,0.000231259
ARRDC1,1,1.19E-05
ARRDC2,1,0.003826817
ARRDC3,0.207710622,7.74E-05
ARRDC4,0.005504393,0.000174045
ARSA,0.011416456,2.52E-05
ARSB,0.04596861,0.000467962
ARSG,0.116809394,0.016288362
ARSI,1,1
ARSJ,1,1
ARSK,0.046711139,0.033284384
ART1,1,1
ART3,1,0.040487357
ART5,1,1
ARTN,1,1
ARV1,0.048135968,0.000208522
ARVCF,0.004661083,1
ASAH1,0.129576832,1.06E-06
ASAH2,1,1
ASAH2B,0.168358731,1
ASAP1,1.24E-07,1.40E-08
ASAP2,0.010580158,0.971986795
ASAP3,0.000200934,0.318751759
ASB1,0.004925975,0.000176531
ASB10,1,1
ASB11,1,1
ASB13,0.050434675,1.03E-05
ASB16,0.991981363,1
ASB18,1,1
ASB2,1,0.92778878
ASB3,0.014929972,4.51E-05
ASB4,1,1
ASB5,1,1
ASB6,0.004038511,1.59E-05
ASB7,0.041021492,0.009963153
ASB8,0.009635154,7.89E-09
ASB9,1,1
ASCC1,0.0011603,4.67E-07
ASCC2,0.020159372,0.000352645
ASCC3,0.003959132,0.024203103
ASCL2,1,1
ASCL4,1,0.307510614
ASF1A,1,0.001025461
ASF1B,0.114516103,0.32962886
ASGR1,1,1
ASGR2,1,1
ASH1L,0.00181045,0.000725421
ASH2L,0.013018182,0.000172908
ASIC1,0.00724843,0.018426431
ASIC2,0.000525291,2.72E-05
ASIC3,0.00064684,0.000255086
ASIC4,1,1
ASIP,0.056402194,1
ASL,1,4.88E-05
ASNS,0.186107815,1.13E-08
ASNSD1,0.037827348,0.500636395
ASPA,1,0.237399125
ASPDH,0.041736908,1
ASPH,0.205253511,5.59E-06
ASPHD1,1.97E-09,0.007332131
ASPHD2,0.000772066,2.19E-05
ASPM,1,1
ASPN,1,1
ASPRV1,1,1
ASPSCR1,0.008091748,3.81E-05
ASRGL1,0.014115699,5.88E-05
ASS1,0.000123435,5.60E-05
ASTE1,1,0.029682929
ASTN1,0.007551425,0.000303243
ASTN2,1.18E-06,1
ASXL1,0.001737019,0.016592094
ASXL2,0.012829798,0.028251491
ASXL3,0.047019777,0.192741325
ASZ1,1,1
ATAD1,0.000599869,1.65E-08
ATAD2B,0.001966657,1
ATAD3A,0.007082496,0.000115879
ATAD5,0.136787189,1
ATAT1,0.004648213,0.000237469
ATCAY,6.28E-05,5.51E-07
ATE1,0.015818034,1.52E-05
ATF1,0.076519643,0.001364708
ATF2,0.000243419,6.38E-07
ATF3,0.041997794,4.87E-05
ATF4,2.42E-05,2.09E-12
ATF5,5.43E-06,9.12E-05
ATF6,0.062698475,0.000354083
ATF6B,9.85E-06,1.24E-05
ATF7IP,0.005900579,0.000567584
ATF7IP2,0.004897871,1
ATG10,0.007215914,3.11E-06
ATG101,0.07896045,6.43E-06
ATG12,0.144385139,8.13E-08
ATG13,7.64E-06,6.32E-08
ATG14,0.009694302,0.000196967
ATG16L1,0.005673006,0.000173665
ATG16L2,0.154523004,0.00854932
ATG2A,0.020856843,0.000335794
ATG2B,0.01925974,0.001704169
ATG3,0.894256403,5.24E-07
ATG4A,0.038001241,0.500185502
ATG4B,4.10E-05,2.53E-06
ATG4C,0.008931888,0.00184114
ATG4D,5.71E-05,0.000922571
ATG5,0.022383583,7.72E-09
ATG7,0.00019196,8.24E-05
ATG9A,0.000353551,9.86E-05
ATG9B,1,0.08356332
ATIC,0.006500885,0.000876729
ATL1,5.50E-05,2.57E-08
ATL2,0.003665024,0.000113399
ATL3,3.26E-05,0.000249553
ATM,0.111850206,0.158850152
ATMIN,4.62E-05,4.12E-05
ATN1,0.014828283,1
ATOH7,1,1
ATOH8,1,1
ATOX1,0.000872114,2.15E-16
ATP10A,1,1
ATP10D,0.115821913,1
ATP11A,0.000535294,9.86E-06
ATP11B,0.000746506,5.60E-05
ATP11C,0.000309908,0.001647665
ATP13A1,0.382176212,0.000371004
ATP13A2,1.63E-05,6.44E-08
ATP13A3,0.194187996,0.015717264
ATP13A4,0.465390769,1
ATP13A5,1,1
ATP1A1,1.07E-12,1.86E-10
ATP1A2,1,0.016074702
ATP1A3,2.37E-07,2.23E-06
ATP1B1,6.12E-06,7.09E-15
ATP1B2,1,0.028373543
ATP1B3,1.39E-08,2.17E-14
ATP23,1,1
ATP2A1,1,1
ATP2A2,0.0001443,3.75E-08
ATP2A3,0.634997078,1
ATP2B1,0.000247854,5.27E-07
ATP2B2,0.000311595,0.000621399
ATP2B3,0.002741495,0.039418663
ATP2B4,6.17E-06,0.012721133
ATP2C1,2.68E-07,1.85E-07
ATP4A,1,1
ATP6AP1,2.84E-06,6.28E-12
ATP6AP2,0.001585483,9.43E-13
ATP6V0A1,3.90E-08,2.86E-09
ATP6V0A2,0.176917873,4.59E-05
ATP6V0A4,1,1
ATP6V0B,4.10E-08,1.58E-14
ATP6V0D1,0.000595217,5.48E-13
ATP6V0D2,0.632567001,1
ATP6V0E1,5.09E-11,9.35E-08
ATP6V0E2,0.000254634,3.08E-15
ATP6V1A,2.88E-08,1.51E-12
ATP6V1B2,1.68E-05,8.65E-14
ATP6V1C1,0.001742687,2.34E-11
ATP6V1C2,1,0.689512928
ATP6V1D,0.000228467,5.67E-11
ATP6V1E1,4.13E-09,1.14E-14
ATP6V1E2,1,1
ATP6V1F,1.23E-07,5.73E-16
ATP6V1G1,5.45E-07,2.05E-13
ATP6V1G2-DDX39B,1,5.29E-12
ATP6V1H,0.000106522,1.95E-06
ATP7A,0.476246063,0.003125407
ATP7B,0.326577588,1
ATP8A1,7.48E-08,3.00E-06
ATP8A2,1.59E-05,0.00106651
ATP8B1,0.05686909,1
ATP8B2,0.064231094,0.002144184
ATP8B3,1,1
ATP9A,7.00E-10,2.92E-11
ATP9B,0.000108191,0.001790124
ATPAF1,0.001251489,0.000237469
ATPAF2,0.00448982,1.32E-05
ATR,0.083647914,0.134455362
ATRAID,0.406500467,1.04E-05
ATRN,0.000418625,0.000156808
ATRNL1,3.93E-09,2.64E-05
ATRX,0.002085684,0.00068983
ATXN1,0.004412327,0.004771584
ATXN10,3.38E-07,5.98E-14
ATXN2,0.00111652,0.000161899
ATXN2L,0.003950705,0.000208298
ATXN3,0.001832533,0.000258094
ATXN7,0.019217749,0.008110722
ATXN7L1,0.002937516,0.017468767
ATXN7L2,0.676110256,0.012532469
ATXN7L3,9.50E-08,0.00028443
ATXN7L3B,0.003686698,2.20E-08
AUH,2.97E-07,1.73E-06
AUNIP,1,1
AUP1,0.003560825,1.39E-06
AURKA,0.58826013,0.001164592
AURKAIP1,2.20E-10,3.73E-11
AURKB,1,1
AURKC,1,1
AUTS2,5.37E-05,0.000859774
AVEN,0.007679027,0.001887718
AVIL,1.71E-07,5.17E-14
AVL9,9.63E-05,0.000227603
AVPI1,1,1.46E-06
AVPR2,1,1
AWAT2,1,1
AXIN1,0.015853737,0.00225602
AXIN2,1,0.661322917
AXL,0.037632508,0.094880373
AZGP1,0.590140658,1
AZI2,0.012527355,6.33E-07
AZIN1,6.73E-06,1.37E-08
AZIN2,0.018142457,0.004694465
B2M,7.55E-10,2.62E-13
B3GALNT1,0.409704954,1.20E-06
B3GALNT2,0.085887549,0.002869434
B3GALT1,1,0.000255397
B3GALT2,1,1
B3GALT4,0.017463516,0.001223742
B3GALT5,1,0.044412379
B3GALT6,0.106667117,0.005643175
B3GAT1,1,1
B3GAT2,0.483753693,1
B3GAT3,1.56E-08,7.01E-10
B3GLCT,0.017570311,0.01286838
B3GNT2,1.41E-08,0.398471666
B3GNT3,1,1
B3GNT4,1,1
B3GNT5,0.165247237,1
B3GNT6,1,0.117284593
B3GNT7,1,1
B3GNT8,0.02937897,0.010113127
B3GNT9,1,1
B3GNTL1,0.188001049,0.553838835
B4GALNT1,0.137434361,0.000116672
B4GALNT2,1,1
B4GALNT3,0.024128847,1
B4GALNT4,7.57E-05,0.039690336
B4GALT1,0.000252641,0.000953733
B4GALT2,5.06E-06,0.00081523
B4GALT3,0.006789826,0.000616765
B4GALT4,1,0.000225915
B4GALT5,1.28E-06,6.30E-06
B4GALT6,0.000454886,1.35E-05
B4GALT7,0.01666972,0.000118139
B4GAT1,4.85E-08,1
B9D1,0.193540203,0.000291306
B9D2,1,0.000235716
BAALC,0.009506088,0.157933509
BAAT,1,1
BACE1,0.026352331,1.69E-06
BACE2,0.090326338,0.052906982
BACH1,0.000929408,0.006192433
BACH2,8.71E-07,0.016897161
BAD,6.00E-06,1.44E-07
BAG1,0.032109892,3.21E-08
BAG2,0.260299487,4.35E-06
BAG3,0.005051281,1.66E-12
BAG4,0.000125322,0.000506342
BAG5,0.024383525,1.11E-06
BAG6,0.140103526,0.000152536
BAHCC1,0.465689495,0.73748204
BAHD1,0.011942748,0.003740672
BAIAP2,0.004745464,0.000910702
BAIAP2L1,0.008556475,0.000573671
BAIAP2L2,0.070615491,1
BAIAP3,1,1
BAK1,0.02756192,0.798150521
BAMBI,1,0.002919546
BANF1,0.002341804,3.34E-11
BANF2,1,1
BANK1,0.039698018,0.114952938
BANP,0.017309144,0.003977237
BAP1,0.000917088,3.29E-08
BARD1,0.136357154,1
BARX2,1,0.179937034
BASP1,7.55E-10,3.27E-09
BATF,1,1
BATF3,1,1
BAX,0.000369743,6.94E-08
BAZ1A,0.085377508,1
BAZ1B,0.034960877,0.000622726
BAZ2A,0.000872912,0.022151928
BAZ2B,0.02002875,0.000459696
BBC3,0.002056193,0.007698233
BBIP1,0.122391363,2.13E-05
BBOF1,0.092480378,1
BBS10,0.710074278,0.002405204
BBS12,0.673871089,0.147140671
BBS2,0.122048336,0.000294342
BBS4,0.075093078,3.08E-05
BBS7,0.000315673,0.000300498
BBS9,0.000833018,0.000495515
BBX,0.032530434,6.28E-05
BCAM,8.54E-06,4.97E-12
BCAN,0.540490581,0.008635644
BCAP29,0.000152065,1.25E-06
BCAP31,8.12E-11,2.59E-14
BCAR1,3.72E-06,7.48E-05
BCAR3,0.02131003,0.00078966
BCAS1,0.003900455,1
BCAS2,0.004515388,2.28E-07
BCAS3,0.00075142,1.02E-06
BCAT1,0.004778255,0.000881628
BCAT2,0.004761836,7.05E-05
BCCIP,0.025730874,4.74E-08
BCDIN3D,0.377511611,0.004333293
BCHE,0.992542623,0.021459048
BCKDHA,1,4.92E-05
BCKDHB,4.00E-05,9.84E-05
BCKDK,0.143991451,1.13E-05
BCL10,0.050763673,3.04E-05
BCL11A,0.293497271,0.083666854
BCL11B,0.009652867,0.039892802
BCL2,0.027111747,0.002824764
BCL2A1,1,1
BCL2L1,2.63E-06,2.20E-06
BCL2L11,1,1
BCL2L12,1,0.948800759
BCL2L13,2.10E-05,0.000222572
BCL2L14,0.117329439,0.038826634
BCL2L15,1,1
BCL2L2,1,4.76E-05
BCL3,0.132693505,0.001918807
BCL6,0.000187268,0.003440582
BCL6B,1,1
BCL7A,0.123870594,0.013742087
BCL7B,0.000317385,1.52E-07
BCL7C,0.107727709,0.014045616
BCL9,0.128040973,0.047867744
BCL9L,0.886446392,1
BCLAF1,0.019502673,1.69E-05
BCO1,0.532743436,1
BCOR,0.03188533,0.010717511
BCORL1,0.024498859,0.198894472
BCR,0.000304563,0.000676941
BCS1L,1,5.17E-05
BDH1,0.046142431,0.000540114
BDH2,1,1
BDKRB1,1,1
BDNF,0.047196904,1.24E-06
BDP1,0.005888827,0.001627656
BEAN1,0.002077457,8.69E-09
BECN1,0.056584756,3.02E-07
BEGAIN,0.254556308,0.141770343
BEND3,0.857719697,1
BEND4,1,0.141278185
BEND6,0.007894839,3.51E-08
BEND7,0.067390115,0.712830616
BEST1,0.526417943,0.132600942
BEX1,5.45E-13,7.30E-05
BEX2,8.59E-08,7.30E-05
BEX3,2.41E-12,1
BEX4,3.05E-06,0.001806497
BFAR,0.085341173,5.74E-07
BFSP1,1,0.044352861
BFSP2,1,1
BGN,1,0.250523713
BHLHA9,1,3.48E-05
BHLHB9,0.043633343,2.87E-05
BHLHE22,1,1
BHLHE40,0.036276201,0.000114568
BHLHE41,0.045508355,0.001312267
BHMT2,1,1
BICC1,0.032611831,0.599832531
BICD1,4.43E-05,0.000112113
BICD2,0.004070056,0.000166225
BICDL1,4.30E-05,1
BICDL2,1,1
BID,1,6.28E-06
BIK,0.374137739,1
BIN1,0.000111021,8.54E-09
BIN2,1,1
BIN3,0.006560618,2.51E-05
BIRC2,0.003168361,2.94E-05
BIRC3,1,0.064485988
BIRC5,1,0.003643729
BIRC6,0.000230243,0.00032264
BIRC7,0.554419814,1
BIVM,1,0.000100454
BIVM-ERCC5,1,0.000100454
BLCAP,7.46E-07,3.63E-08
BLM,0.907340961,1
BLMH,0.01180233,5.49E-07
BLNK,0.930238819,1
BLOC1S2,5.93E-06,0.000201909
BLOC1S4,0.034253716,0.019089986
BLOC1S5-TXNDC5,0.084005817,0.001382268
BLOC1S6,1,0.000914321
BLVRA,0.00022044,1.59E-05
BLVRB,5.80E-06,9.09E-06
BLZF1,0.002540914,0.000233181
BMF,1,1
BMI1,0.12247162,0.001266175
BMP1,0.75222459,0.08986327
BMP2,1,1
BMP2K,0.007105351,0.058908098
BMP3,0.078531589,1
BMP4,1,1
BMP5,1,1
BMP6,0.073229914,1
BMP7,0.624049395,1
BMPER,5.73E-06,0.000396554
BMPR1A,0.011147318,0.0002901
BMPR1B,0.001476237,0.01865604
BMPR2,1.14E-06,6.53E-06
BMS1,0.002361841,0.000106243
BMT2,0.00292002,1
BMX,0.008091748,1
BNC1,1,1
BNC2,0.003005075,0.016694719
BNIP1,0.002525411,0.000456064
BNIP2,0.91413423,3.31E-05
BNIP3,3.45E-06,2.40E-10
BNIP3L,7.83E-05,2.42E-10
BNIPL,1,1
BOC,0.513480257,0.000288898
BOD1,0.012428622,2.89E-06
BOD1L1,0.005401601,0.000548823
BOK,0.002836234,0.000679399
BOLA1,1,2.66E-06
BOLA3,0.271442522,4.78E-05
BOLL,1,1
BOP1,0.001909301,2.16E-05
BORA,1,0.082534014
BORCS5,0.001745527,1
BORCS6,6.23E-08,1
BORCS7-ASMT,1,1
BORCS8,1,1
BPGM,0.03549964,4.45E-05
BPHL,0.113038794,6.12E-05
BPIFA2,1,1
BPIFB1,1,1
BPIFC,0.018202521,1
BPNT1,0.087284762,3.77E-09
BPTF,0.003469168,0.000376677
BRAF,0.003686166,0.000155258
BRAP,0.002245481,5.47E-07
BRAT1,0.125815841,0.009560069
BRCA1,0.19167891,1
BRCA2,1,1
BRCC3,0.030828671,1.03E-05
BRD1,0.004677212,0.003330678
BRD2,8.64E-06,1.35E-06
BRD3,0.116068994,0.000244603
BRD4,0.000349186,5.36E-06
BRD7,0.075858618,2.16E-05
BRD8,0.129988978,3.82E-05
BRD9,0.004693388,1.26E-05
BRDT,0.483753693,0.00723911
BRF1,0.003117334,0.00817573
BRF2,0.087173772,0.001146798
BRI3,0.000729862,0.010526461
BRI3BP,0.002675923,0.002443861
BRICD5,0.024977796,1
BRINP1,0.000101112,0.006313147
BRINP2,0.05306819,0.008227108
BRINP3,0.797849091,1
BRIP1,1,1
BRIX1,0.135714214,2.76E-05
BRK1,9.43E-08,5.42E-13
BRMS1,0.000452625,7.01E-05
BRMS1L,0.00613976,2.19E-08
BROX,0.030922091,3.41E-08
BRPF1,1,0.005905262
BRPF3,0.486381313,1
BRSK1,6.65E-08,0.104981959
BRSK2,1.54E-05,0.000293124
BRWD1,0.009257979,0.000143662
BRWD3,0.091744797,1
BSDC1,4.37E-06,2.41E-06
BSG,0.001493621,3.86E-14
BSN,0.004171796,0.000914321
BSPH1,1,1
BSPRY,0.004897871,1
BST1,1,1
BST2,0.00096636,9.47E-05
BTAF1,0.00856182,0.001942009
BTBD1,0.004254706,1.27E-05
BTBD10,1.86E-06,4.41E-07
BTBD11,4.52E-06,0.001430375
BTBD17,1,1
BTBD19,0.508068754,0.006428215
BTBD2,6.38E-06,1.19E-05
BTBD3,0.010083974,1.30E-05
BTBD6,1,0.000144786
BTBD7,0.002544803,0.020369815
BTBD8,0.04440754,1
BTBD9,6.28E-06,0.000315101
BTC,1,1
BTD,1,0.00018802
BTF3,0.383263175,4.82E-08
BTF3L4,0.007774086,0.000106487
BTG1,0.026570267,6.62E-05
BTG2,1,6.18E-05
BTG3,0.018152456,1
BTK,1,1
BTLA,1,1
BTN1A1,1,1
BTNL9,0.109504256,1
BTRC,1.78E-05,0.000110967
BUB1,1,1
BUB1B-PAK6,1,1
BUB3,0.038014454,9.68E-08
BUD13,0.033954304,0.003360582
BUD31,0.024520299,7.67E-10
BVES,0.030673494,8.33E-05
BYSL,0.229472553,1.11E-05
BZW1,0.266458251,1.92E-09
BZW2,0.105324227,0.000434813
C10orf88,0.004047094,0.035314175
C10orf90,0.567752754,1
C10orf95,1,1
C10orf99,1,1
C11orf1,1,0.007343911
C11orf24,0.101866458,0.101137221
C11orf49,3.33E-05,0.00010417
C11orf54,0.054477274,0.228148436
C11orf58,0.001190962,1.43E-07
C11orf65,0.447869405,1
C11orf68,2.03E-05,6.68E-08
C11orf71,1,0.000887375
C11orf80,1.36E-07,0.254328739
C11orf87,0.755242378,2.57E-05
C11orf94,1,1
C11orf97,1,1
C12orf29,1,0.09628498
C12orf4,0.141371215,0.000133599
C12orf43,0.089946124,2.85E-06
C12orf50,1,1
C12orf57,0.009057227,0.000104744
C12orf60,0.020170289,1
C12orf75,0.001397716,0.422511995
C14orf119,0.166321259,0.000173678
C14orf132,0.000383196,0.000477303
C14orf180,1,1
C14orf28,0.910401277,0.008773287
C14orf39,0.001069394,0.340622861
C14orf93,1,0.76479051
C15orf39,0.846988675,1
C15orf40,0.154701833,0.003993925
C15orf48,1,1
C15orf61,0.393853334,1
C15orf62,1,1
C15orf65,1,0.047235131
C16orf46,0.338115762,0.821251612
C16orf72,0.153631442,0.001205492
C16orf74,0.050481566,1
C16orf86,1,1
C16orf87,0.026571401,0.004867991
C16orf89,1,1
C16orf91,0.051377834,1.48E-05
C16orf92,1,1
C16orf96,1,1
C17orf100,1,0.694746317
C17orf107,1,1
C17orf58,0.219542126,1
C17orf64,1,1
C17orf67,0.015605218,0.044053322
C17orf75,0.049758831,0.000489219
C17orf78,1,1
C17orf80,0.056713851,0.000733705
C17orf97,0.049921271,1
C17orf98,1,1
C17orf99,1,1
C18orf21,0.156861266,0.02012827
C18orf25,0.020789562,1
C18orf32,0.377260828,3.24E-15
C18orf54,1,0.095842072
C19orf12,1.68E-05,0.005550498
C19orf25,0.000433985,0.00015616
C19orf33,0.005765813,1
C19orf38,0.891584572,1
C19orf44,0.125866052,0.138464505
C19orf47,0.010184645,0.054906775
C19orf53,0.13869937,1.76E-15
C19orf54,1,0.290621487
C19orf71,0.019974533,1
C19orf81,0.002179697,1
C1D,0.00448982,2.04E-08
C1GALT1,0.075202358,0.094822695
C1GALT1C1,0.046266845,3.21E-08
C1orf105,1,1
C1orf109,0.128704639,0.673549082
C1orf112,0.976650006,1
C1orf115,0.379900984,0.179619914
C1orf116,1,0.065991657
C1orf122,0.045751104,0.203308027
C1orf131,0.221222035,0.031156556
C1orf146,1,1
C1orf159,0.004874419,0.122992047
C1orf162,1,1
C1orf174,0.74888887,0.000126437
C1orf185,1,1
C1orf194,1,1
C1orf198,0.190064069,0.701086661
C1orf21,2.40E-05,0.054866981
C1orf216,0.002080745,0.00055075
C1orf35,0.001751218,0.011029887
C1orf43,0.005051281,0.000560409
C1orf52,0.001622827,0.010385037
C1orf53,1,0.065316366
C1orf54,0.196069555,0.001492287
C1orf56,0.976688223,1
C1orf74,1,0.003897971
C1orf94,1,1
C1QA,0.09448067,1
C1QB,1,0.096273686
C1QBP,0.00069758,1.10E-07
C1QC,1,1
C1QL1,1,1
C1QL2,1,1
C1QL3,1,1
C1QL4,1,0.061324789
C1QTNF1,0.222833846,8.99E-05
C1QTNF2,1,0.108517397
C1QTNF3-AMACR,0.000745807,1
C1QTNF4,0.445179957,0.002999885
C1QTNF6,1,1
C1QTNF7,1,0.019861107
C1QTNF9B,1,1
C1R,0.317894028,1
C1RL,0.033070799,1
C1S,0.121852681,1
C2,0.705999656,0.815394805
C20orf144,1,1
C20orf202,1,1
C20orf27,8.41E-07,2.04E-08
C20orf85,1,1
C20orf96,0.003147403,0.521179918
C21orf58,0.538613396,1
C21orf62,1,1
C21orf91,1,1
C22orf23,0.443542143,1
C2CD2,0.00028772,0.000936306
C2CD2L,0.000618185,1.53E-05
C2CD3,0.226496232,0.028884542
C2CD4C,0.000498708,1
C2CD4D,1,1
C2CD5,0.000370133,0.000277715
C2orf42,0.014643353,2.74E-05
C2orf49,0.222833846,4.88E-05
C2orf68,0.382810231,1
C2orf69,0.013691827,0.033508934
C2orf72,1,1
C2orf73,1,1
C2orf74,1,1
C2orf80,1,1
C2orf81,1,0.227380217
C2orf88,0.050224117,0.086514847
C3,0.040355234,1
C3AR1,1,1
C3orf14,0.051641786,0.000497211
C3orf18,0.057781723,0.492202594
C3orf20,0.229876609,1
C3orf33,0.002963924,0.000794864
C3orf38,0.012087825,0.013352779
C3orf52,0.116951033,1
C3orf62,0.02117322,1
C3orf70,0.04934315,0.000875271
C3orf80,0.383396977,0.10396088
C3orf84,1,1
C4BPA,1,1
C4orf19,0.004558949,0.331009039
C4orf3,0.000275912,1.12E-05
C4orf33,0.987305058,0.000282955
C4orf36,0.004213081,1
C4orf46,0.821938118,0.446027172
C4orf47,0.215310521,1
C4orf48,5.17E-17,2.05E-09
C4orf50,0.064575881,1
C4orf51,0.96154485,0.326198468
C5,0.450075477,1
C5AR1,0.041957569,1
C5AR2,1,1
C5orf15,0.000952329,1.73E-05
C5orf22,0.023851265,0.012296575
C5orf24,0.005026992,7.05E-06
C5orf34,1,0.01532436
C5orf49,1,0.177099268
C5orf51,0.04118112,4.53E-06
C5orf52,1,1
C5orf63,1,0.000627532
C6,1,1
C6orf118,1,1
C6orf120,1,0.005510237
C6orf132,1,1
C6orf136,0.000427754,9.38E-05
C6orf141,1,1
C6orf226,0.233536682,0.118186533
C6orf47,0.01268815,0.120836851
C6orf58,1,1
C6orf62,5.02E-07,6.85E-07
C6orf89,0.000116718,6.77E-05
C7,1,1
C7orf25,1,1.47E-05
C7orf26,0.013370832,0.001624815
C7orf31,1,1
C7orf50,0.000213195,0.07864517
C7orf57,1,0.006010363
C8G,1,0.007583899
C8orf33,0.004490338,0.01187234
C8orf34,2.35E-05,5.65E-05
C8orf48,1,1
C8orf58,1,0.85978798
C8orf74,1,1
C8orf76,0.104160792,0.012721898
C8orf82,1,1
C8orf89,1,1
C9orf116,1,1
C9orf135,1,1
C9orf152,1,1
C9orf24,0.000449354,1
C9orf40,0.469871479,0.000562646
C9orf43,1,1
C9orf50,1,1
C9orf64,0.090022059,0.137867526
C9orf72,0.001525744,1
C9orf78,3.23E-05,2.70E-08
C9orf85,0.030813124,0.004103114
CA1,1,1
CA10,0.001150946,1.02E-05
CA11,0.008783386,4.73E-07
CA12,1,1
CA13,0.384334534,1
CA14,1,1
CA2,0.78309763,9.12E-08
CA3,0.109147007,1
CA4,1,1
CA5A,1,1
CA5B,0.049021847,1
CA6,0.591233511,1
CA7,1,0.010328672
CA8,0.523117182,0.003679111
CA9,1,1
CAAP1,0.011054378,0.065151484
CAB39,2.64E-06,2.76E-08
CAB39L,0.016305725,8.98E-09
CABIN1,7.86E-06,0.004810571
CABLES1,0.006817396,0.056070316
CABLES2,1,0.003122851
CABP1,0.001328355,3.97E-05
CABP5,1,1
CABP7,1,0.364230848
CABYR,0.687093251,1
CACFD1,0.060757212,8.13E-06
CACHD1,0.000292817,0.000356613
CACNA1A,0.045407453,0.001706061
CACNA1B,7.20E-08,0.006220038
CACNA1C,1.81E-05,0.005146165
CACNA1D,0.014912984,1
CACNA1E,0.246008071,1
CACNA1G,1,1
CACNA1H,1,0.083822457
CACNA1I,1,1
CACNA2D1,2.28E-10,3.70E-07
CACNA2D2,8.19E-05,0.156341304
CACNA2D3,5.73E-07,0.000112498
CACNA2D4,1,1
CACNB1,0.000566259,0.000561555
CACNB2,0.00012219,1
CACNB3,0.000504741,2.90E-11
CACNB4,0.437304831,1.87E-06
CACNG2,0.001461471,0.01587513
CACNG3,2.57E-05,0.186593409
CACNG4,0.001389472,1
CACNG5,1,0.004910828
CACNG7,4.71E-06,0.092052235
CACNG8,0.049159334,1
CACTIN,0.331836887,0.038480424
CACUL1,0.023700982,0.001768286
CACYBP,0.039506425,4.92E-13
CAD,0.104289532,0.018719967
CADM1,1.53E-06,1.46E-12
CADM2,8.90E-05,0.002218171
CADM3,1.97E-13,1.29E-05
CADM4,0.095951701,0.083100468
CADPS2,0.089378304,0.046885062
CAGE1,1,0.020177207
CALB1,1,0.001613497
CALB2,0.014879056,0.353360565
CALCA,1.07E-08,2.03E-24
CALCB,1.94E-10,2.40E-17
CALCOCO1,0.128960657,0.000587156
CALCOCO2,0.008386888,1
CALCR,1,1
CALCRL,1,0.007206504
CALD1,0.000648084,0.021534663
CALHM2,1,1
CALM1,2.21E-10,3.80E-24
CALM2,1,6.43E-29
CALM3,1.41E-12,4.41E-11
CALN1,0.01240148,0.036395755
CALR,0.00346665,3.87E-12
CALU,0.011576368,1.87E-06
CALY,6.88E-11,0.001114075
CAMK1,0.142147521,0.000175399
CAMK1D,1.78E-08,0.000172342
CAMK1G,1,0.000115689
CAMK2A,2.02E-07,5.17E-05
CAMK2B,2.37E-05,0.005166227
CAMK2G,2.50E-07,7.62E-10
CAMK2N1,0.205480067,0.002118818
CAMK2N2,1.18E-08,0.000261913
CAMK4,0.02923149,0.000586022
CAMKK1,1.36E-05,7.10E-05
CAMKK2,0.009297997,0.002233242
CAMKMT,4.10E-06,0.553560122
CAMKV,1,0.102392591
CAMLG,0.000161076,2.83E-09
CAMSAP1,0.000474695,0.000658468
CAMSAP2,7.52E-08,7.61E-06
CAMSAP3,0.004296673,0.003317164
CAMTA1,8.90E-09,3.02E-06
CAMTA2,1.25E-05,1.55E-05
CAND1,0.009706167,1.25E-06
CAND2,0.155000264,1
CANT1,0.015368658,0.000116407
CANX,0.000124848,2.55E-12
CAP1,5.94E-05,2.60E-07
CAP2,5.23E-09,1
CAPG,0.102456884,0.000257012
CAPN1,1.48E-05,0.000148415
CAPN10,0.846285882,1.24E-05
CAPN11,1,1
CAPN12,1,1
CAPN15,0.003602204,0.087737506
CAPN2,0.032840647,4.20E-09
CAPN5,0.001205501,1.00E-08
CAPN6,1,1
CAPN7,0.012673316,2.02E-05
CAPN8,1,1
CAPN9,1,0.003479813
CAPNS1,2.11E-08,1.21E-13
CAPRIN1,0.000368964,9.55E-08
CAPRIN2,0.00069288,0.000540114
CAPS2,0.000952329,1
CAPSL,1,1
CAPZA1,2.56E-07,0.500033245
CAPZA2,0.000163405,7.84E-13
CAPZB,7.59E-05,7.54E-16
CARD10,1,0.004984281
CARD11,0.055815314,0.086985004
CARD14,1,1
CARD16,1,0.002212544
CARD19,0.000410053,1
CARD6,1,1
CARD9,1,1
CARF,0.19462086,0.002907544
CARHSP1,0.000155881,1.83E-10
CARM1,7.31E-07,0.001086102
CARMIL2,0.04542893,1
CARMIL3,0.107331314,1
CARNMT1,0.037669247,1
CARNS1,1,0.023962793
CARS2,0.015534812,0.027271639
CARTPT,1,6.07E-07
CASC3,2.03E-05,5.78E-05
CASD1,0.000641886,7.87E-05
CASK,0.00735142,7.56E-05
CASKIN1,4.45E-07,0.003710804
CASKIN2,1,0.829233194
CASP1,1,0.002212544
CASP2,1,0.038424995
CASP3,1.19E-05,0.001017051
CASP6,1,0.012912349
CASP7,0.54216496,0.178319014
CASP8,0.727180798,1
CASP8AP2,0.044703448,0.002063609
